clinic,rating,review,evidence_quote,primary_label,secondary_labels,patient_stage,automation_tier,product_surface,root_cause,severity,commercial_relevance
Harley Street Gynaecology,1,"Don’t use Dr. Khan- I had high hopes based on the reviews and am so disappointed in my experience. I paid £320 for the Well Woman exam. Dr. Khan spoke to me for about 5 minutes, decided I needed a scan at a later date (I was fine with this), did no exam. When I was about to go back for the follow- u",asked for another £200,financial_transparency,treatment_coordination,consultation,workflow_solvable,financial_consent_flow,unclear pricing and service delivery,4,5
Harley Street Gynaecology,1,"I’ve been dealing with a chronic issue for a long time, and after exhausting my options through the NHS, I decided to invest in private healthcare because I wanted this problem gone. Choosing Harley Street was a major financial decision for me, especially as it is outside of my budget range, but I b",provided the pharmacist with t,treatment_coordination,admin_records,treatment,human_assisted,patient_pathway_coordinator,incorrect prescription details,4,4
The Lister Fertility Clinic,1,We attended The Lister in November 2023 for IVF embryo treatment.  The Lister excels in providing a conveyor belt approach that often leaves you waiting 1-2 hours for each appointment. The final week leading up to egg collection I was required to come in for blood tests and ultrasound monitoring eve,waiting 1-2 hours for each appointment,appointment_management,treatment_coordination,treatment,workflow_solvable,booking_ops_layer,long wait times,4,4
The Lister Fertility Clinic,1,"SCAMMERS!!! Booked an initial consultation for IVF and not once got told about having to pay £250! For 15 minutes that told us nothing, consultant asked us to send an email and then had a go because we were moving the phone, sending said email she asked us to send, phone lines go unanswered and no-o",not once got told about having to pay £250,financial_transparency,complaint_handling,consultation,workflow_solvable,financial_consent_flow,hidden charges,4,5
The Lister Fertility Clinic,1,"They apply the same plan to everyone without giving specific attention to individual needs. Initially, they created a plan for me, but on the start date, I noticed that the injection dosages were different from what they had originally told me. I had to call them to confirm which dosage was correct.",left to manage my own medication,treatment_coordination,complaint_handling,treatment,human_assisted,patient_pathway_coordinator,lack of individual attention,4,4
The Lister Fertility Clinic,1,"After 5 months of treatment I have met my consultant 4 times. He seems nice enough but so far I’ve had two cancelled transfers, 2 egg collections (1 very disappointing and I never even saw a Dr during the whole treatment) and a surgery to …",so far I’ve had two cancelled transfers,treatment_coordination,complaint_handling,treatment,human_assisted,patient_pathway_coordinator,no continuity of care,4,4
The Lister Fertility Clinic,1,Not Recommended. Their patient care is below substandard - you see a different  doctor at each appointment so there is absolutely no point in choosing your doctor.  As a result some random nurse or doctor who has never seen your medical …,you see a different doctor at each appointment,treatment_coordination,admin_records,treatment,workflow_solvable,patient_pathway_coordinator,no shared patient records,4,4
The Lister Fertility Clinic,1,This is the clinic with the highest number of consultants and nurses I've  ever seen and the less efficient ... a big disappointment. During your cycle you will see at every appointment a different doctor or nurse. Repeating same conversations over and over again with each doctor since they don't ta,Repeating same conversations over and over,treatment_coordination,admin_records,treatment,workflow_solvable,patient_pathway_coordinator,no note-taking system,4,4
The Lister Fertility Clinic,1,Awful dehumanising experience- please go elsewhere. I felt like on a conveyor belt/cookie cutter. Completely impersonal service - through my entire treatment cycle they flat out refused to let me speak to a consultant. I was told “the …,flat out refused to let me speak to a consultant,complaint_handling,treatment_coordination,treatment,workflow_solvable,complaint_triage_monitor,refusal to provide consultant access,4,4
The Lister Fertility Clinic,1,Avoid at all costs. This clinic is very dishonest. For the price you pay service is awful and there is no attention to detail. Blood tests are not frequent enough for monitoring and they do not do bloods on Sundays despite their website …,Blood tests are not frequent enough,financial_transparency,complaint_handling,treatment,workflow_solvable,financial_consent_flow,misleading website information,4,5
The Lister Fertility Clinic,1,"Awful place. Cancelled appointments at last minute even after booking train tickets, didn’t reply to emails with questions about appointments then following treatment was sent other people’s bills and chased for money by debt collectors. They have admitted fault for a data breach and my solicitor is",Cancelled appointments at last minute,appointment_management,admin_records,booking,workflow_solvable,booking_ops_layer,last-minute cancellations,4,5
The Lister Fertility Clinic,1,Working to grab the money. Of course no one can predict results but they are not reliable. Stay away from Dr Faris. Receptionists are grumpy too.,Working to grab the money,financial_transparency,complaint_handling,billing,workflow_solvable,financial_consent_flow,hidden costs,4,5
